idx,Score,Text
269,Negative,"Yaxshi doktor bulsa pul ne jalko.Mutaxxasi
slar yuk ku."
270,Neutral,"Xullas shuda, oxirigacha oʻqiganday boʻldim, lekin chet elga borsa oʻz fuqarolari kabi bir xil imtiyozlar boʻlarmikan"
271,Negative,Fukoroligi bulmagan emas men Uzbekistan fukorosi bulip turup shu yurtda tugulip ololmadim Andijon viloyat Paxtaobod tumanida poliklinikani dorilarga puli yuk ekan soglikni saklash vazirligiga ariza yozgandim davolanish uchun 15kunda bularmish ogirrok kasal bulsa ulgandan keyin yordam berishadi shekilli
272,Negative,"Telegram deb uyalmasdan yozaveringlar! Eplab bitta online platforma ishlab chiqa olmagandan keyin.
Ozi nimani qoyillatyapti?!"
273,Negative,Kulgili . Karantin boshlangandan beri shunday ku . 1 yildan beri t.me dan vazifalarni qabul qilishadi nima shu paytgacha mumkinmasmidi
274,Neutral,Biz nima kivotgandik
275,Neutral,Shu paytgacha beruxsat kilayotganmidik 
276,Neutral,"Narzullo Sanakulov planshet olishi shart ekan ukuvchilar,u ulgirni narxi kancha turadi"
277,Negative,Aaaa dasturing 1tiyinga qimmat ekan bechora uqitubchilar va otaonalarni qanchadan qancha mgb lari ketti yana 8600 sumni yig'volib daturni yaxshiroq qilish urniga topgan bahonalarini qarang! Soqqani bosish kk!
278,Negative,Uzb interneti tezligidan toshbaqani tezligi kuchli milliy dasturni esa mana ahvoli uzbek aralashgan ish shunaqa boladi
279,Negative,Virus faqat maktabda yuqar ekan. Konsertlarda odamlar yopishib tursayam yoqmayapti. Bashlangʻich sinf oʻquvchilari darsni oʻzi qilolmasligi sababli onalarga yordam qilib ayrim maktablarda bexit tekin darsni pulga oʻtishyapti direktor kuchaydi uje
280,Neutral,Odamlarni gúsht yeyishiga ruxsat berildi degandek bulibdi
281,Negative,maktabda xar kuni majlis. xar kuni kanakadur yangilik. kushimcha topshiriklar . yana kanakadir kogoz tuldirishlar. xali oshmagan oylikka. 2 mln. oylikni yarmi rasxodga ketadi. sal ozgina tshunchasi bor yangicha fikrlaydigan vazir kuyish kerakmikan.
282,Negative,Hammadan 1 yilga dib 8600 dan yegvogandan keyin ishlamidide endi keyingi yilgacha
283,Negative,"Bular jinnimu.
Hozirgacha pochtadan olyapti deb uylaganakanmi.
Vay bleee"
284,Negative,Endi nafas olish olmasligiga ham xalq taʼlimi vazirligi ruxsat beradi shekilli)
285,Neutral,Iye ungacha xali ruxsat yuk midi?
286,Neutral,"90 foiz ODAM bemalol yigʻilishmi, toʻymi, bozordami xullas maskasiz koʻchalarda yuribdi.Qolgan 10 foizi nomiga maskada.Oʻsha odamlar uyga keladi.Bollar bilan uchrashadi.Maktab
larni yopgani bilan nima effekt.Tushunmad
im.Bashoratmi. O effekt."
287,Negative,"Eng xayratlanarlisi
maktabga borib 10 ming so‘m to‘lab qo‘shimcha dars olsa virus yuqmas ekan, virus xam pul to‘laganga tegmas ekan, bula3ni hammasi hukumatni siyosiy o‘yini xolos, aslida virus bahona fuqarolarni huquqlarini cheklash, qozoqda bo‘lgan xolatdan qo‘rqib ketgan mulozimlarni labi qaltirab qilgan g‘ayriqonuniy xarakati.
Bir necha marta yozgan edim Turkman Arqadag‘iga yaqinlashsang axmoqlik yuqadi deb, davlat raxbari va hukumatni matiqsiz qarorlari juda avjiga chiqdi, axmoqlok xam evi bilanda yoki axmoqmiz seb tan olinglar jim bo‘lamiz peshonamiz sho‘r ekan deb."
288,Negative,"Karrupsiya va Manapoliyaga umuman Aloqasi yöq... Shunchaki Bizni Iqlimga töğri kelmagan...
Sifat oxirgi örinda Xalq uchun...
GM dan bilsa böladi...
Juda Sifatli moshinalari bor va Judaham Arzooon...."
289,Negative,"Ayb uzlarida.
Vaktida sinovdan utkazmaydi.
Bosimni oshirib kuyish uchun uzlari iltimos kilishadi.
Okibatta portlaydi."
290,Negative,"Bu axboratni xalkga tulik yetkazish kerak gaz balonga necha kg davleniya urib berishni, necha protsenta gaz balonni tuldirish mumkinligini keyn kuyish stansiyalarda xar bitta avtomobil egasidan gaz balonni sinovdan utgan muddatiga(sroki
ga) karash kerak.
Bizlarda ozik ovkat Yevropa davlar dan kimmat oyligimiz Afrikaning bazi davlatlaridan kam xalkimiz nima bulsa shundan ekonom kilishga utib olgan, shu masalalarni birontasi deputat kutarmaydi. Kachongacha karsak chalib kelasilar amaldorlar...
Oyliklarni Yevropa davlatiga tenglashtirlarin
g fakat ushanda xamma gazdan benzinga utadi va portlab ketmaydi, ungacha bu portlashlar kamaymaydi"
291,Positive,ALLOXIM UZING ASRAGIN
292,Negative,Biz xam oshxonada 27yildan ortik gaz ballon ishlatamiz. Uni sozligiga xech Kim kafolat bermagan. Bizda tabiiy gaz kesib tashlangan! Kaysidir xokimni buyrugi Bilan..
293,Negative,Gaz balon EMAS bu gazbombaku.
294,Neutral,Xammasi temir balon
295,Negative,"Avtomobillarimi
zni Bombalashtirishim
izni okibatlari..."
296,Negative,Sababi shafoff bilan Namangan bolorlari talabga javob bermaydi sokasini olib ruxsat bergandan keyn odam ulib ketaveradi xitoy Kareyu Italiya Polsha bolonlari portlaganini xali eshtmadim lekin zavoda yangi chikan Jentra shafoff bolon bilan portlab keti xamasi uzimdi maxsulot monopoliya bu monarxiya yeki fiodalizimga boshlovchi yul
297,Negative,Benzindan voz kechish okibati.foyda kilyapman deb uylaydi lekin zarar ekanini bilmaydi ex odamzod
298,Neutral,"Nega xech kim javob bermayabdi??? Balonni kim ishlab chiqaryabdi??? Xitoyniki bunchalik portlamayatnandi
"
299,Neutral,Skotch balon kuysa shunaka bumidi
300,Negative,"Oddiy 290 somlik gaz xavosini 10 barobar narxda sotishni uddalayotgan davlatimizga, biznesmenlaga umuman farqi yoq qanaqa qilib chirib ketishin bn. Ozlari 98 benzinda yurgandan keyin. Ertaga shunday odamlarni kopchiligini oila azolari yonida bitta balon portlasa, keyin bu ish xatoligini tushunib yetadi. Undayam hudo biladi, unaqalaga ozi sog bolsa boldi manimcha"
301,Negative,Koreya dan yaxshi balonlar kelar edi.anabu yangi Uzbekiston yangicha balonlari
302,Negative,Rassiyadan benzin olibkelib sotsayam benzin orzon boʻlardi bu toʻymaslar oʻzi yashayatkan vatanga oʻgʻrilikka kegande yashedi
303,Neutral,Gaz balonlar bilan yuradigan avtolar xavoniyam zaxarlashini yozinglar .
304,Neutral,Bu xisobot respublika buyicha bulgan xolatmi?
305,Neutral,Skotch balonni yoʻq qilmaslik kerak edi
306,Neutral,Kaysi ishlab chikaruvchini balonlari ekan. Kanaka tekshiruvlar utkazildi nechta jinoiy ish ochildi?
307,Neutral,"Agar avtomobilarni barchasi benzinga yurganda xam avariya xolatlarida yongin portlash sodir bulib turadi
ammo
Metanda esa avariya paytida yongin portlash dearli bulmaydi"
308,Neutral,2-3 silindrli mashinachalarga ham metan gaz quyib foydalanadigan jahondagi yagona davlat bu Oʻzbekiston.
309,Neutral,"Bir yechimi bor! Propan-butan gazni doimo bir xil arzon narx kilib koyish kerak tamom, metan zapravkalar kerak bulmay koladi, fakat yuk mashinalar foydalanishi mumkin buladi keyin. Boshka yechimi yuk, kolgani kuruk gapligicha kolaveradi!"
310,Neutral,GM ni portlab ketgan Jentrasi haqida ham tuxtalib uting Kun.uz jamoasi
311,Neutral,"Yangi uzbekistonda bu.
Odam ozaytirishning Eng kulay yuli."
312,Neutral,Nimaga gaz qoyadi orzon bolgani bn hafliku
313,Neutral,Biz nima chikarsak bir kilib chikaradi
314,Neutral,Porpanga utsa xam mayli edi portlashlar bumas edi
315,Neutral,Abbos Yuldoshev
316,Positive,"Dune buyicha reytingda uzimiz birinchi bulsak kerak, rosa maktansa buladigan kursatgich"
317,Neutral,Balonni vaqtida tekshirib qoʻyganda shu xolga tushmas edi
318,Neutral,"Kani endi INSON XUKUKNI MUXAVOZA TAShKILOT degani?
Nega jim? Bulmasa unaka tashkilotni keragi yuk!!!! Utirvolib ,ishini tayini yuk MAOSh OLIB yurishini"
319,Neutral,"Elektromobil bosib ketmasdan ,xukumat iloji boricha kup gaz sotishga ulgurishi kerak.Sokkani kil,sokkani."
320,Neutral,14 tadan ancha koʻpro boʻlsa keregov ancha kamaytirib etishipti
321,Neutral,"Xali bulada vakolatida chegara bormidi,shundoga
m cheksiz vakolat boru-Yana kanaka kengaytirish?"
322,Neutral,GRIP búlganlan xam bormikin
323,Neutral,"""Kun.uz"" - Uzbekistonga alokasi yuk xabarlarni zur berib pachkalab tarkatishdan charchamadizlarmi
? Yoki olingan mablagni xali uzlashtirmadingi
zlarmi?"
324,Neutral,Tonnalab kurolmas grammlab akl yuborsin.
325,Neutral,Rossiya uzini kudratiga ishonadi.
326,Neutral,Ukraina -Rossiya urushidan foydalanib garb davlatlari Ukrainaga Kurol sotishadi
327,Neutral,Borisni uyida axvoli juda ogir. Parlamentda xalkdan suragan kechirimlari xam ish bermayapti. Yumshok joyi bir tepkini kutayapti. Bechora uzini Ukrainaga safar bilan ovuntirmokchi bulibdi.
328,Neutral,"Shu xabar kanchalik xakikat
Shu xabar kimga kerak"
329,Neutral,U gasterov gorit
330,Neutral,Bu ularuchun oddiy xolatku
331,Neutral,Boblati...
332,Neutral,Meni kallam yoshligimda yetardi gigant davlatlar urishmasligiga
333,Negative,Boris togʻov Ruslaga uyyet aylashga Duxila Yetsayam kuchila yetishi masalada Afsuski Xadib publikaga oʻynoʻvurmasdan qsib yurila Xamma biladi 3 ta seryozniy Atom boyegolovkasi bor DERJAVAla bir biriga urush boshlasa dunyo axli uchun juda qimmatga tushishini
334,Neutral,borisi burivoy bosvordim i
335,Neutral,Pechenek privez
336,Neutral,118 lyam nima bupti bu yokda Xitoy prosto takka 500 lyamdan beryaptiku bratanlarni xar birga 
337,Negative,Davlat xaridlariga otni kallasiday narx qo'ygandan keyin kaneshna buziladida
338,Negative,"Antikorrupsiya agentligi undan ko'ra, haqiqatdan birorta foydali ish qilaman, desa ""manfaatlar to'qnashuvi"" ni qonunchilikka kiritsin, uni og'ir jinoiy javobgarlik belgilash kerakligi ilgari sursin. Albatta buzadi va yildan yilga ko'payada, mana misol uchun, Firdavs Abduxoliqov necha mlrdlab xalq pullarini o'zlashtirib yubordi, unga esa faqatgina 8,1 mln. so'mlik jarima belgilanibdi. Bo'ldi, boshqa jazo yo'q. Bunaqa, odamlar xalq pullarini trlnlab o'g'irlashni boshlaydi."
339,Neutral,Reklama xuquqi asosida demabdi yaxshi
340,Neutral,Bu tema 3 yil oldin boshlangandi kun uz uzdayam rumыnskiy pasport sotilgandi endi xabar topdilaringmi
341,Positive,Oʻzbek millati dunyodagi eng uddaburon deb tan olishadi bu ketishda.
342,Neutral,"RF dan tulib yetibti, lyuboy xujjat, pul mikdorlarini xam tayerlab yurishibti, nimasi yangilik"
343,Neutral,"Lyubaya biznes-xarasha..
."
344,Neutral,Ana okituvchilani axvoli
345,Neutral,Ayolni boshiga tushgani xech kimni boshiga tushmasin nima bulgan takdirdaxam Maxalla va oilani kullab kuvvatlash tuman bulimi va yashash joyidagi maxalla fukarolari yigini masullari bu ayolni muommolarini yuzaki kabul kilmasdan ijobiy xal etish choralarini kurish kerak edi ayolni shu xolatgacha kelishi bu albatta oilada jiddiy muammolar va ruxiy bosimlar sabab bulishi mumkin.
346,Neutral,bu kutilgan xabaridi ozi jazodan qochishni yoli
347,Positive,"Ayikka raxmat! Insonlar kilmagan ishni kilibdi. Fakat sal kech kolibdi 5metrdan ushlab olishga, chunki u bilmagan."
348,Neutral,Bu ayolni oqlab boʻlmaydi.
349,Neutral,ruxi kasal oʻqituvchiya.
350,Neutral,"Ayiqqa gap yoʻq! Faqat uniyam aqli yoʻqde, boʻmasa qizchani onasi(zoʻrgʻa yozdim onalikayam yaramidigan odam oʻzi) otvorganida yiqilib boshi yorilishidan qutqarib qogan boʻlardi!"
351,Negative,"Endi ruhiy kasal deb bahona qiladimi, gap tamom oʻzini ham yirtqich ayiq yoki sherga otib yuborish kerak"
352,Negative,Jinni odam qandey qilib oliygohda dars beradi
353,Neutral,Nega unda 2 ta tugibdi ota onasi aka ukalari bordur keyin sovukda olxuri bormidi xayvonat bogida
354,Neutral,Tarixda bunday ish bulmagan ayol kanchalik jini bulsa bolasiga mexri ortib boraveradi xoto kugirchokni bolam deb kuchoklab yuradi
355,Neutral,Mahalla qayoqga qarayabdi ruhiy kasalga bolani ishonib
356,Neutral,Shu joyi saaaal o’xshamadi endi.
357,Neutral,Shuna deb qo'yvorilar endi.
358,Neutral,Bómagan gap kalliktivni ichida darrov bilinadi ishonish qiyin
359,Neutral,"Ruxiy xasta busa, bolalarini olib kuyish kerekande."
360,Neutral,"Biror boy odamni erka kizidir.Xayvono
t bogida kamera borligini bilishmagan.Bulm
asa xech gap chikmasdi xech kim bilmasdi."
361,Negative,Ruxiy kasal bulsa kanaka kilib maktabda ukituvchi bulib ishlapti? Juda bizikilar orka chislo bn ishlashni yaxshikuradida
362,Neutral,Ruxiy xasta odam institutda dars berganmi?
363,Neutral,Bulmagan gap ukituvchi dokumentalniy jinni demokchimi bular soglomlarga ish yukku jinnini maktab deroktori ishga oladimi bekorchi safsata gap
364,Neutral,"Bu aniq miyasi bor ayol bu ishni qimidi.jinoyatni
ruxan sogʻlom odam qilmaydi.nima boʻlgan taqdirda xam onalik instinkt digan narsalar bordir.jinnimi sogʻmi javob bersin qonun oldida"
365,Neutral,Har safar shu postni o'qimay ketyatuvdim. Bugun mana bu gap nafsoniyatimga yomon tegdi. O'qituvchi ekan- ruhiy hasta ekan.... Hurmatli mutasaddilar bas qilinglar o'qituvchi zotiga taxqir tamg'a bosishni. Shundoq ham jamiyatda o'qituvchi imidji obrosi tushib yotibdi. Endi buniyam kirini o'qituvchiga surkamanglar iltimos sizlardan.
366,Neutral,Institutga ukituvchilar tibbiy kurikdan utkazilmasdan kabul kilinarkanmi
367,Neutral,Nega unda ekkinchi bolasini tashlamay olib ketadi
368,Neutral,"Jazodan qutulish maqsadida atayin jinnilikka solayotgandir oʻzini, jinniga Oliy maʼlumotli diplomni kim beribdi OTM da kim ishga qabul qilibdi. Oliy oʻquv yurtlarida jinni domlalar dars beradimi? Yo eri bilan urushib qolganiga srazu jinni boʻlib qolibdimi? Unaqada muomala layoqatini cheklash kerak, onalik huquqidan muhrum qilinishi kerak. Oʻzini psixbolnitsaga yotqizish kerak."
369,Neutral,"Maktabda emas, institutda ukituvchi ekan."
370,Neutral,Ruhiy hasta odam qanday qilib oliygohda talabalarga dars bergan ekan? Uni ruhiy hastaligini nahot hamkasblari bilmagan ekanmi? Uning ruhiy hastaligiga yolgon bolsa kerak.
371,Neutral,Nega jinniga bola boqishga imkon berilgag
372,Negative,Ruxiy kasal bulgan ayol uz farzandini yirtkich xayvon oldiga tashlab yuboradiyu kanday kilib bu ayol ukuvchilarga dasrs beradi mumkin emas bu xavfli ayol
373,Neutral,Ruxiy kasal maktabda nima kib yuripti unda
374,Neutral,"Aytgan gaplaringga uzlaring iщonaslarmi kun,uz"
375,Neutral,Ruxiy xasta odam ukituvchi bulishi mumkinmi. Ukituvchilar bir yilda bir marta majburiy tibbiy kurikdan utishadiku. Nimagadur tugri kelmiyapti
376,Negative,Ruxiy kasali bulsa nega kup kavatli uydan tashlamabti? Ovora bulib xayvonot bogiga kelibti xayoattasan ..
377,Neutral,Yoki mumkinmi
378,Neutral,"Uzbekistonda xar bir maxallada xotin kizlar bilan ishlaydigan xodimi bor, usha lavozimdagi ayel maxallasidagi axvolni bilmagan. Bu vokeaga usha Maxalla Rayisi va ayellar bilan ishlaydigan ayel xodimini javobgarlika tortish kerak."
379,Neutral,"Tushgunlik sabab,ruxiy kasalga chalingandir?"
380,Neutral,"Aqli zaif ham farzandini ximoya qiladi hatto xayvonlar ham, o'zidan jinnini yoqvogan bu oliy malumotli pedagok, tarbiyachi, fidokor, jonkuyar va eng asosiysi ""xayvonni"" o'zini ayiqni oldiga tashlash kerak hammasini tan oladi"
381,Neutral,Aqllimi aqlsiz jinnimi jazosini kak polojeno olsin.Boʻlmasa unaqa jinnini jinnixonaning eng ashaddiylar joyiga tiqish kerak.
382,Neutral,Agar sog‘ bo‘sayam vijdoni bo‘sa bu voqeadan keyin kasal bb qolishi aniq
383,Neutral,Bizda onalik xuquqidan mahrum qilish qonun yoqde kuchli kirgazilmagan Rossyaga oxshab
384,Neutral,Qilgan ishidan qutilish uchun ruxiy xasta boʻlvogan.
385,Neutral,Anik Edi uje srazu
386,Neutral,Qayerdadur dars beradi uqituvchi deyishdiku keyin eri bilan ajrashyabkani uchun alam ustida qilgan deyishdiku
387,Negative,"Judaa moda buldide jinoyat ish ochaman disa, jinnixonaga uchetga turvolish, ruxiy xasta odam kanaka oila kurgan, 2ta bolasi bor, usha paytda tushkun ruxiy axvolda edi deyilsa tugri bularmidi, birpasta psixbolnitsaga uchetga turvobdi, buyokdagilar lox....."
388,Neutral,Tamom bulding Firdavs 
389,Neutral,"Konun oldida barcha fukaro teng, Konun ustivor, Jazo mukarrar , ex... bular xammasi Shiorga aylanib kolgan , Sobik Profilaktka noziri 6 modda bilan ayiblanadi, Ukituvchi ozodlikdan maxrum etiladi, Odamlarga Yul xarakati koidasi tushuntirgan, Xodimlar vakolatini tushuntirgan bloger kamsitishda ayiblanib 15 sutkaga kamaladi , uz telefonini sindirgandan yangisini suragvn bloger 5.5 yilga kamalvdi. Lekin Ukituvchilardan 40 mingli kitobga 1mln sum olgan Xalk talim bulimi boshligi jazolanmay Viloyat partiyasiga Boshlik etib tayinlanadi, Milliarlab davlat pullarini talon-taroj kilgan boshka amaldorlar uzur bilan kutiladi, Organ xodimlari DSK boshligini uldirganga 2 yilga kamaladi, Adolat , Adolat deb bong urganlvrni Televizor orkali kuramiz xolos !"
390,Neutral,500 min somga 7 yil beriwudi wekili a
391,Neutral,Jinoyat ishichi?
392,Negative,"500 ming olganga 5 yil kamok,milliardl
ani tuya kilganga mamuriy ish malades,tepada tank ing bolsa mazade"
393,Negative,"Kaysidur vrach 500 Ming sum pora oldi dB, 5 yarim yil kamo jazo berdi. Konunlarimiz tugri ishlamiydi xecham"
394,Neutral,"Nega amaldorlarga jinoyat ishi emas mamuriy ish ochiladi, byudjet pulini uzlashtirish mamuriy ish emas shakil"
395,Neutral,"Agar Fedyani kamokga olishsa Sevimli da yangi serial boshlanadi..Men Jaloliddinman dan boshlab Sabriya gacha!..
Lekin epizodlar Oliy Sud Respublika Prokuraturasi Senat va Parlament binolari oldida buladi ! * Akter* lar bir birini sotish boshlanadi ...
Uyku va xuzur xalovat xamma katnashganlarda yukoladi..
Fedya da xammasiga kompromat bor
Shuning uchun Fedyaga tegolmaydilar axir u Prodyuser ku! Jazoni Fedyaga iltimos kilib berishgan degan fikr tugiladi..."
396,Neutral,Koyil kolish kerak
397,Negative,Bu kim bulsa xam tanimadimku lekin kurinishidan Xaromxurlardan bittasi bsa kk..(yana bilmaaaadim)..
398,Neutral,"Xalkni pulini uzlashtirganga maʼmuriy ish kuzgatilgan bulsa, damak konunchilikda jinoiy javobgarlik bekor kilinibdi."
399,Neutral,"Vay bechora,yomon jazoga tortilipdiyu"
400,Negative,Qonunlar ishlamayapti. Afsus.
401,Neutral,Nega jinoiy emas?
402,Negative,"SUDYa GA KOYIL VIJDONI KILT ETMAY DAVLAT MULKINI YEGANI UChUN MAMURIY JAVOBGARLIKGA TORTIBDI BU KAXRAMONLIK MEDAL BERISh KERAK KOLGANLARGA YUL KURSATMOKDA BILGANI NI KILLARING DEB.TUYa YaXShIDA.OXIRATDA
XAM TUYa BULARMIKAN"
403,Neutral,Nega jinoiy emas
404,Neutral,Amira rashidova nega jim?
405,Negative,Bir bechora uqituvchi 500000 olganiga qamavorishdi bechorani bollari ahli uzi qopketti. A lekin mametta milyon milyardlani umarvorganga bor yugi mamuriy javobgarlik. Ey qoyilman eee
406,Neutral,Uzi shuni hohladi. Fahshni opchiqishdan oldin yahshilab uylash kk edi. Demokratiyekan deb bilganini qimasdan.
407,Neutral,Nega jinoiy ish ochilmadi?
408,Neutral,Xamma narsani oxiri bor dunyoda .
409,Negative,"Yangi Uzbekistonda konunlar oddiy xalk bilan bomjlarga ishlaydi, amaldorlar konunga tupurgan, ular konunni aylanib utadi."
410,Neutral,Bularga maʼmuriy ish ochiladida qilgan ishlari jinoiy emas 
411,Neutral,Nima un maʼmuriy ????
412,Negative,Undan kura ket urningdan janob Sh M M aichchchch
413,Neutral,Kup emasmi shuncha pul
414,Neutral,Xudiki kambagal eng kam ish xakini 0.50% da jarimaga tortilsin degandeyda
415,Negative,PS: Biz kutgandik biz bilgandik manashunday bulishini. Agar buni urnida bloger bulganda 7.5 yilga kamashvorardi
416,Negative,Zonaga olib kirib k..t qilish kerak bunaqa hoinlarni
417,Neutral,Bu pul semichka puchogiday gap bratga
418,Neutral,Sokkaa
419,Negative,"Bu kishi yillar davomida uning ,,oilaviy,, kanaliga utkazgan pullarning kanchasi oilasi tomonidan uzlashtirib olinganini tekshirish kiyin ish emas edi. Nega tekshirilmadi???
Bu vallomatga maʼmuriy emas, jinoiy ish ochilishi kk edi. Yillar davomida milliardlvb pulni xazm kilib yubordi.."
420,Neutral,Nimaga Mamuriy ? Davlat pulini qarindoshlar orasida bo'lib olish Mamuriy ish bo'ldimi ? Tushunmadim umuman.
421,Negative,Aytishadiku «Druzyam i rodstvennikam vsyo ostalnыm po zakonu».
422,Neutral,Yana manfaatlar to'qnashuvi yuz beribdida. Bekor ochilibdi ma'muriy ish. Nima 12 mlrd bilan davlat puli kamayib qolmaydiyu
423,Neutral,XITOY TAJRIBASIGA TAYaNSAK BU ODAMNI ALLAKAChON OTIB TAShLASh KERAK EDI.
424,Negative,"1 sum ogirlaysan kamalasan, milliard ugirliysan ... U yegini uzlariz bilasila."
425,Negative,"Xax palonchangni...d
yegim keldi. Ukituvchi 500.000 olsa ugri, 5 yil kamogi bilan. Amaldor milliard uzlashtirsa, mamuriy jazo. Silar Nima kilsalaring tugri kelaveradiyey...
. Jamoatchilikka tupurib kuyibsilar. Amaldorlarning korrupsiya ishlariga aralashuviga Karshi Kabul kilingan kechagi karor nimayu, bugungi jazo nima."
